customer_id,first_name,last_name,email,phone,address,city,state,zip_code,registration_date,date_of_birth,risk_profile,employment_status,annual_income,credit_score,is_fraudulent
C0325,Ann,Miller,ann.miller@email.com,555-387-6274,26200 Philip Flat Apt. 000,North Damonberg,WY,73269,2019-04-08,1964-02-13,,Employed,60690,727,False
C0326,Dustin,Reynolds,dustin.reynolds@email.com,555-348-4373,6194 Lutz Trace,Port Vanessa,VT,20225,2018-06-03,1982-03-09,,Employed,112564,780,False
C0327,Jason,Sexton,jason.sexton@email.com,555-626-6134,4374 Montgomery Mews,Nicoletown,WI,50871,2021-12-22,1980-05-13,Aggressive,Employed,120427,704,False
C0328,Michelle,Petersen,michelle.petersen@email.com,555-472-7317,38019 Williams Keys,New Christopherfurt,NH,91327,2020-11-17,1969-02-08,,Self-Employed,58840,715,False
C0329,Tracie,Grant,tracie.grant@email.com,555-204-3413,5103 Jones Falls Apt. 129,Lake Latoyatown,NJ,24047,2018-08-14,1970-10-16,,Employed,69738,789,False
C0330,Courtney,Alvarez,courtney.alvarez@email.com,555-563-6766,6648 James Stream,Mullenville,KY,25509,2021-02-01,1963-10-09,,Employed,41500,663,False
C0331,Beth,Holloway,beth.holloway@email.com,555-200-1805,1730 Wheeler Lodge Suite 092,Christopherton,TN,60137,2020-05-15,1968-09-12,,Employed,56930,763,False
C0332,Pamela,Davis,pamela.davis@email.com,555-631-8103,042 Jeffrey Skyway,South Nicole,CT,99281,2018-04-13,1988-12-28,,Employed,215883,679,False
C0333,Cassandra,Conner,cassandra.conner@email.com,555-735-7628,534 Logan Avenue,Seantown,MT,61496,2018-07-27,1969-11-11,,Self-Employed,127915,749,False
C0334,Sean,Miller,sean.miller@email.com,555-455-5718,4484 Noble Locks,East Aaronport,VA,88159,2019-08-13,1992-12-01,,Employed,148195,813,False
C0335,Tyler,Rollins,tyler.rollins@email.com,555-344-3789,320 Walsh Well Suite 136,Port Andrewchester,MA,99318,2018-05-23,1967-06-23,,Employed,30000,752,False
C0336,Cassie,Vasquez,cassie.vasquez@email.com,555-370-2261,5660 Charles Mill,Danielberg,HI,99024,2018-01-20,1986-08-24,,Employed,73005,671,False
C0337,Fernando,Rodriguez,fernando.rodriguez@email.com,555-146-1284,840 Singh Dam Suite 155,Oscarmouth,OR,99135,2019-08-19,1997-06-21,,Employed,71478,727,False
C0338,Patrick,Chavez,patrick.chavez@email.com,555-852-6747,386 Robert Causeway Apt. 458,Port Stevenmouth,OH,43730,2021-09-20,1981-10-27,,Employed,65076,654,False
C0339,Kathryn,Doyle,kathryn.doyle@email.com,555-630-8935,23666 Lee Shore Apt. 037,Loweport,DE,45381,2021-11-05,1983-04-18,Aggressive,Self-Employed,241852,736,False
C0340,Robert,Steele,robert.steele@email.com,555-812-8056,784 Allen Lodge Apt. 540,Lake Alyssa,MS,37041,2018-07-02,1968-09-10,,Retired,41441,707,False
C0341,Benjamin,Williams,benjamin.williams@email.com,555-560-9632,1451 Mcgee Square,Stonestad,ID,44774,2021-10-22,1975-08-25,,Retired,31569,772,False
C0342,Shirley,Reed,shirley.reed@email.com,555-632-6624,832 Brandon Island,Holmesfurt,SC,26116,2020-06-06,1995-09-04,Moderate,Employed,74737,687,False
C0343,John,Hines,john.hines@email.com,555-396-3664,2589 Jennifer Dam,North Kimberlyville,MD,73809,2019-08-14,1962-11-24,,Self-Employed,45948,701,False
C0344,Katie,Brown,katie.brown@email.com,555-105-8050,0767 Anthony Garden Suite 758,Howardfurt,MN,96540,2018-01-02,1962-03-28,Aggressive,Employed,72809,771,False
C0345,Sandra,Lindsey,sandra.lindsey@email.com,555-188-5434,0403 York Cliff Suite 019,South Rebeccahaven,GA,35785,2020-06-03,1986-04-02,Aggressive,Retired,97468,596,False
C0346,John,Morgan,john.morgan@email.com,555-200-5280,435 Sims Falls,South Daniel,MD,88255,2019-09-29,1967-10-10,Aggressive,Employed,107276,589,False
C0347,Melissa,Rodriguez,melissa.rodriguez@email.com,555-526-4268,99655 Fields Valleys Apt. 446,North Joseph,MD,49976,2018-06-25,1973-05-03,Aggressive,Employed,112873,615,False
C0348,Linda,Lee,linda.lee@email.com,555-953-8158,8177 Christopher Station,Zimmermanchester,CT,28167,2020-12-14,1979-10-28,,Employed,70937,682,False
C0349,Andrew,Roberts,andrew.roberts@email.com,555-520-8557,275 Samantha View,Schultzhaven,AK,83257,2018-02-24,1994-05-24,,Employed,148696,706,False
C0350,Ryan,Phillips,ryan.phillips@email.com,555-624-7113,762 Jessica Fort Apt. 874,New Brendastad,FL,91381,2021-01-17,2000-05-14,,Employed,35481,744,False
C0351,Cindy,Brown,cindy.brown@email.com,555-786-1097,68919 Hicks Rapids,Port Phillipshire,NJ,77896,2020-07-31,1997-08-23,Conservative,Employed,93410,784,False
C0352,Christopher,Green,christopher.green@email.com,555-985-1997,1995 Kenneth Camp Apt. 628,West Spencer,DE,86626,2021-10-13,1982-11-30,,Self-Employed,76059,778,False
C0353,Michelle,Gardner,michelle.gardner@email.com,555-408-6093,193 Jennifer Corners Suite 787,Christopherborough,WA,10845,2020-09-20,1987-12-23,,Employed,72407,774,False
C0354,Anthony,Aguirre,anthony.aguirre@email.com,555-617-8271,209 Schmidt Springs Suite 861,Donnaland,MT,17294,2018-09-07,1973-06-14,Aggressive,Employed,197882,710,False
C0355,Jesus,Franklin,jesus.franklin@email.com,555-549-3018,1607 Karina Meadows,South Adam,NV,29168,2021-07-26,1960-12-20,,Employed,226462,748,False
C0356,Eddie,Barron,eddie.barron@email.com,555-591-5751,49176 Nicolas Green,North Oliviafurt,ME,97495,2018-07-24,1986-05-30,Moderate,Employed,99586,711,False
C0357,Danielle,Parks,danielle.parks@email.com,555-526-7960,8677 Amber Course,North Heatherville,GA,13666,2019-08-04,1980-07-02,,Employed,57177,805,False
C0358,Jodi,Waller,jodi.waller@email.com,555-772-8282,58070 Davis Squares Suite 426,Villanuevaport,AZ,56494,2018-10-13,1980-12-27,Aggressive,Retired,55467,709,False
C0359,Alexander,Pratt,alexander.pratt@email.com,555-615-4453,264 Wilson Terrace,Carlafort,MN,78820,2020-03-10,1983-01-05,,Employed,96073,666,False
C0360,James,Scott,james.scott@email.com,555-832-3294,2879 Thompson Camp,Millershire,LA,96303,2019-09-13,1977-09-02,,Employed,142398,817,False
C0361,Johnny,Atkins,johnny.atkins@email.com,555-619-9608,713 Schneider Villages Apt. 959,West Ginaberg,KY,26963,2021-11-30,1974-07-15,,Employed,79100,700,False
C0362,Teresa,Lopez,teresa.lopez@email.com,555-130-3607,96469 Horton Roads Suite 654,West Johnfort,IA,22653,2021-09-24,1964-10-06,Aggressive,Employed,121537,691,False
C0363,Catherine,Ellis,catherine.ellis@email.com,555-342-2727,221 Lewis Trace Suite 412,Whitemouth,ID,60342,2020-05-10,1962-11-20,Conservative,Employed,115472,850,False
C0364,Keith,Gomez,keith.gomez@email.com,555-960-1482,181 Richard Square Apt. 942,Lynnside,ID,52094,2018-08-09,1991-05-05,,Employed,30000,681,False
C0365,Colleen,Armstrong,colleen.armstrong@email.com,555-392-4694,7609 Todd View,Port Natasha,IL,31245,2020-06-07,1996-07-03,Moderate,Employed,103968,850,False
C0366,Oscar,Boyd,oscar.boyd@email.com,555-198-4334,9207 Erica Mountains,New Stephaniechester,AZ,28423,2018-01-11,1976-02-17,,Self-Employed,140881,710,False
C0367,Jessica,Smith,jessica.smith@email.com,555-847-9653,693 Pamela Crossing,Lawsonview,NY,34921,2019-03-01,1985-08-01,,Self-Employed,75102,651,False
C0368,Brandon,Carroll,brandon.carroll@email.com,555-920-2100,636 Garza Valley Suite 580,Bishophaven,NH,66034,2021-07-04,1976-11-14,Conservative,Retired,47425,694,False
C0369,Jenny,Edwards,jenny.edwards@email.com,555-438-1369,84322 Potts Locks,West James,IA,47997,2019-05-30,1977-07-06,,Self-Employed,157279,680,False
C0370,Kevin,Galvan,kevin.galvan@email.com,555-419-7540,619 Jenny Corner Suite 660,Parkerchester,SC,17424,2021-01-23,1991-04-16,,Retired,172892,803,False
C0371,Christine,Sweeney,christine.sweeney@email.com,555-442-1973,3623 Cardenas Estate,Port Mollytown,FL,36769,2021-01-25,1996-08-20,,Self-Employed,126209,693,False
C0372,Heidi,Rice,heidi.rice@email.com,555-677-1579,18292 Stevens Crescent Suite 808,South Michaelmouth,MN,19275,2020-05-02,1986-10-31,,Self-Employed,69595,725,False
C0373,Beverly,Gordon,beverly.gordon@email.com,555-765-6738,8202 Miller Plaza,South Riley,NV,72599,2019-09-14,1995-01-21,Aggressive,Self-Employed,182372,642,False
C0374,Ian,Cook,ian.cook@email.com,555-800-1296,220 Tiffany Street Suite 259,Scottland,OK,73199,2018-04-17,1977-05-13,,Self-Employed,93234,689,False
C0375,Amanda,Richardson,amanda.richardson@email.com,555-730-7024,52865 Kevin Ways,Juliastad,MN,35381,2019-12-04,1979-08-01,Conservative,Retired,34282,719,False
C0376,Mark,Lee,mark.lee@email.com,555-927-9785,0754 Leah Circles,West Elizabeth,OR,16000,2018-01-31,1999-03-04,Aggressive,Self-Employed,55422,764,False
C0377,Jesus,Lawrence,jesus.lawrence@email.com,555-399-3125,0949 Michael Mountains Suite 842,Perryborough,RI,62142,2020-09-07,1989-06-30,Aggressive,Employed,48611,705,False
C0378,Ricky,Morgan,ricky.morgan@email.com,555-822-6848,8739 Silva Passage Apt. 527,North Gary,IA,68135,2021-12-31,1973-07-30,,Retired,63922,660,False
C0379,Alan,Wilson,alan.wilson@email.com,555-814-9870,029 Elizabeth Underpass,Jaredside,NC,23681,2018-04-21,1975-07-20,Moderate,Retired,70110,760,False
C0380,Jeremiah,Solis,jeremiah.solis@email.com,555-633-4777,946 Hanson Estate,Williamsonfort,MD,82478,2019-03-08,1965-07-04,,Employed,109620,707,False
C0381,Wayne,Galvan,wayne.galvan@email.com,555-765-8434,28205 Diaz Street Apt. 278,Cardenasfort,DE,12790,2020-10-18,1997-07-07,,Employed,52829,733,False
C0382,Patrick,Hughes,patrick.hughes@email.com,555-493-9115,090 Alexis View Suite 420,Jamestown,AK,60146,2020-02-27,1979-12-01,,Employed,51733,702,False
C0383,Mark,Martin,mark.martin@email.com,555-412-1512,34485 Nelson Mall,Lake Maria,OH,55587,2018-02-23,2000-10-27,,Employed,110297,659,False
C0384,Jeremy,Rangel,jeremy.rangel@email.com,555-544-8004,29910 Stokes Walks,Alexshire,DC,17486,2018-08-12,1984-10-26,,Employed,143426,850,False
C0385,Richard,Parker,richard.parker@email.com,555-686-9501,98678 Butler Burgs Suite 186,Brandyside,KY,31305,2020-02-20,1980-12-17,Conservative,Self-Employed,38649,697,False
C0386,Renee,Martin,renee.martin@email.com,555-375-5104,5582 Chaney Inlet,Chaneyville,DC,95594,2021-05-30,1960-07-21,Conservative,Employed,84823,784,False
C0387,Brittany,Ashley,brittany.ashley@email.com,555-554-8581,41406 Carolyn Squares,West Ashley,AK,67659,2018-01-19,1980-12-03,Moderate,Employed,50203,699,False
C0388,Aaron,Evans,aaron.evans@email.com,555-693-2303,06771 Castro Ridge,Lake Rhondachester,LA,89996,2021-02-03,1974-02-01,Moderate,Unemployed,30968,675,False
C0389,Ana,Christian,ana.christian@email.com,555-332-3858,5943 Daniel Cliff Apt. 178,Port Christinaborough,GA,90995,2021-09-05,1962-03-23,Aggressive,Employed,101498,597,False
C0390,Christopher,Short,christopher.short@email.com,555-834-4734,831 Acevedo Forest Apt. 573,Hawkinsstad,AR,43954,2019-06-12,1960-09-21,,Employed,132491,704,False
C0391,Michael,Lucero,michael.lucero@email.com,555-458-2788,865 Hughes Flat Apt. 884,Port Kyleborough,CA,76445,2020-06-27,1965-01-28,Moderate,Employed,50196,643,False
C0392,Blake,Sullivan,blake.sullivan@email.com,555-525-2169,9707 Nguyen Lights Suite 194,Wilsonstad,TN,65898,2019-08-03,1966-06-02,,Employed,91712,834,False
C0393,Dwayne,Barnes,dwayne.barnes@email.com,555-483-8711,9038 Allen Fort,Stephenchester,ME,91515,2018-03-05,1967-03-11,Conservative,Employed,58896,681,False
C0394,Tiffany,Kim,tiffany.kim@email.com,555-623-9326,1214 Nelson Pike,South Sherri,DC,86216,2021-12-30,1975-06-07,,Retired,38418,701,False
C0395,Steven,Hale,steven.hale@email.com,555-764-2285,6343 Lydia Squares,Christineburgh,CA,39436,2021-03-03,1982-08-02,,Unemployed,79689,659,False
C0396,Debbie,Castillo,debbie.castillo@email.com,555-640-1842,282 Matthew Gateway Suite 900,Perryland,RI,71909,2021-09-12,1983-07-11,,Employed,59347,660,False
C0397,Devin,Webb,devin.webb@email.com,555-436-4982,398 Butler Unions Apt. 774,North Michelle,WY,57443,2019-04-18,1980-06-12,,Employed,30000,707,False
C0398,Alexis,Mills,alexis.mills@email.com,555-470-8932,76897 Harding Keys Suite 454,Kevinchester,RI,40192,2020-07-08,1995-04-09,Aggressive,Employed,121744,700,False
C0399,Brian,West,brian.west@email.com,555-350-7678,61444 Cooley Stream,Rachelchester,UT,86645,2021-09-25,1966-03-13,,Employed,137089,756,False
C0400,Richard,Mcclain,richard.mcclain@email.com,555-689-9096,7686 Kathryn Inlet,Hugheschester,SD,35965,2019-01-04,1999-04-25,,Employed,41575,729,False
C0401,Teresa,Turner,teresa.turner@email.com,555-581-2654,0833 Meyer Haven,Lake Jacqueline,FL,14466,2020-06-02,1961-01-27,,Employed,142878,657,False
C0402,Willie,Gonzalez,willie.gonzalez@email.com,555-829-5806,7620 Amanda Port,Henrytown,DE,54146,2019-11-21,1986-07-13,,Employed,143359,735,False
C0403,Richard,Adams,richard.adams@email.com,555-588-3205,9722 Sherri Extension Suite 079,Port Brianton,WA,34045,2021-04-22,1996-10-14,Conservative,Retired,52657,682,False
C0404,Kevin,Best,kevin.best@email.com,555-386-2587,4528 Jason Rapids Suite 453,Port Nancytown,IA,48974,2020-10-07,1975-04-20,,Employed,89748,608,False
C0405,Cynthia,Leon,cynthia.leon@email.com,555-536-5673,361 Benson Bridge Apt. 938,West Cassiebury,MA,60340,2019-10-15,1993-12-20,,Employed,37123,607,False
C0406,Kevin,Barrera,kevin.barrera@email.com,555-269-2942,9069 Rebekah Row Suite 538,New Brandonland,ME,45893,2020-09-23,1979-09-09,,Employed,39994,754,False
C0407,Jennifer,Price,jennifer.price@email.com,555-385-3310,630 Murray Roads,West Vanessa,CT,37111,2021-02-04,1997-08-16,,Employed,33957,708,False
C0408,Paul,Miller,paul.miller@email.com,555-652-9813,57934 Stone Road,Lake Andrealand,IL,10873,2020-09-27,1997-05-05,Conservative,Self-Employed,59359,808,False
C0409,Robert,Foley,robert.foley@email.com,555-950-8435,9367 Cortez Gateway Apt. 353,Smithborough,ME,24367,2021-12-17,1997-11-22,Conservative,Employed,169023,678,False
C0410,Bruce,Small,bruce.small@email.com,555-385-2908,633 Chen Land Apt. 531,Richardville,MN,20363,2019-04-01,1992-08-17,,Employed,52203,573,False
C0411,Lori,Kennedy,lori.kennedy@email.com,555-823-6157,473 Scott Walk,North Carol,AZ,66803,2018-07-25,1991-08-18,,Self-Employed,30000,778,False
C0412,James,Jarvis,james.jarvis@email.com,555-749-1130,820 Victor Walk,Carlsonborough,KS,27940,2021-04-15,1976-11-15,,Retired,32533,595,False
C0413,William,Perez,william.perez@email.com,555-303-2453,9175 Amy Bridge,Stephenport,ND,38074,2018-01-07,1979-06-25,Moderate,Employed,80849,747,False
C0414,Gabrielle,Lewis,gabrielle.lewis@email.com,555-369-7230,6996 George Lodge Suite 463,Kathleenhaven,SD,86532,2019-04-26,1988-08-09,Moderate,Employed,149023,803,False
C0415,Courtney,Jordan,courtney.jordan@email.com,555-996-5786,5062 Fitzgerald Pike Apt. 985,New Jameschester,TX,73577,2020-09-30,1995-09-27,Aggressive,Employed,103709,587,False
C0416,Pamela,Nash,pamela.nash@email.com,555-215-5706,5579 Castaneda Greens,Brownland,NE,68611,2019-10-29,1971-02-05,,Employed,35827,747,False
C0417,Micheal,Stevens,micheal.stevens@email.com,555-813-7522,39163 Kane Neck Apt. 268,Padillaland,VA,26784,2020-09-17,1997-09-07,,Self-Employed,73592,770,False
C0418,Lisa,Chaney,lisa.chaney@email.com,555-619-4524,8675 Holly Park Apt. 861,East Amychester,DC,63609,2018-05-05,1985-03-22,Aggressive,Self-Employed,59138,604,False
C0419,Pamela,Douglas,pamela.douglas@email.com,555-155-5396,5581 Harris Parkways Apt. 210,Lake Scott,NY,38697,2019-11-27,1988-07-16,,Self-Employed,55055,790,False
C0420,David,Garcia,david.garcia@email.com,555-648-4378,63588 Rebecca Summit Apt. 805,East Ryan,WY,91957,2018-08-14,1987-07-06,,Employed,36846,692,False
C0421,Stephen,Young,stephen.young@email.com,555-821-6460,459 Kathryn Parkway,East Antonio,MN,82468,2018-05-10,1989-05-18,,Employed,49240,669,False
C0422,Amanda,Juarez,amanda.juarez@email.com,555-648-7480,462 Timothy Centers Suite 868,East Brookeburgh,VA,40059,2019-08-18,1995-12-11,,Employed,63281,616,False
C0423,Chelsea,Andrews,chelsea.andrews@email.com,555-120-9627,99272 Hartman Locks Suite 717,Lake Lisa,CT,75732,2020-03-25,1995-07-01,Moderate,Employed,45240,733,False
C0424,Chris,Smith,chris.smith@email.com,555-353-1553,771 Wilson Crest Suite 646,North Haroldville,LA,26206,2020-02-13,1989-05-24,,Employed,65063,850,False
C0425,Tracy,Williams,tracy.williams@email.com,555-860-9875,0220 David Plains,Lake Stacy,RI,29902,2018-07-15,1993-01-03,,Employed,38571,639,False
C0426,Robert,Gross,robert.gross@email.com,555-535-9394,903 Pierce Stravenue,Briannaborough,WV,13071,2019-09-11,1972-04-17,,Employed,85055,738,False
C0427,Lisa,Smith,lisa.smith@email.com,555-516-5563,90492 Sara Pike,Port Kathryn,NM,47279,2021-12-10,1983-12-02,,Employed,204054,576,False
C0428,Pamela,Barnett,pamela.barnett@email.com,555-337-8325,866 Kimberly Springs,Blakebury,MS,72495,2021-02-27,1964-11-20,,Employed,30303,747,False
C0429,Ashley,Ali,ashley.ali@email.com,555-273-4402,21158 David Haven Apt. 615,Michaelview,NY,87779,2019-05-27,1963-10-06,,Employed,94381,731,False
C0430,Autumn,Meyer,autumn.meyer@email.com,555-160-9084,59460 Scott Landing,Timothyborough,KY,63983,2019-09-30,1993-03-20,,Employed,46402,603,False
C0431,Nicole,Smith,nicole.smith@email.com,555-314-9007,83331 Frost Parkway Apt. 734,Nancyview,OH,75511,2019-10-04,1989-03-31,,Employed,70957,702,False
C0432,Mark,Baker,mark.baker@email.com,555-850-2334,93258 Ian Squares,North Alecburgh,CT,65797,2021-12-03,1963-06-23,,Employed,105291,727,False
C0433,Benjamin,Norman,benjamin.norman@email.com,555-216-1639,45367 Micheal Prairie,Lake Andrea,NV,74904,2018-12-16,1988-02-02,,Self-Employed,71163,662,False
C0434,Jessica,Juarez,jessica.juarez@email.com,555-403-2926,853 Kayla Ways Apt. 749,South Sharon,NV,48564,2021-10-17,1972-02-28,,Employed,90562,701,False
C0435,Dorothy,Adams,dorothy.adams@email.com,555-635-4349,988 Alexander Circle,Jeffreytown,SC,58660,2020-11-29,1987-02-12,,Employed,41206,806,False
C0436,Andrew,Sanders,andrew.sanders@email.com,555-972-3217,5754 Randy Parks,Larrymouth,HI,78731,2020-08-28,1960-06-09,Aggressive,Employed,50200,644,False
C0437,Parker,Robles,parker.robles@email.com,555-419-4074,94189 Fisher Meadow,Moralesville,IL,22300,2021-01-06,1980-07-27,,Employed,32047,766,False
C0438,Rebecca,Fox,rebecca.fox@email.com,555-672-4703,5672 Fletcher Streets,Hotown,MN,92420,2018-01-29,1968-08-22,,Employed,81795,658,False
C0439,James,Mcmillan,james.mcmillan@email.com,555-756-4319,67146 Hall Prairie,Jennyborough,CA,87678,2018-11-09,1964-08-14,,Self-Employed,48284,649,False
C0440,Nicholas,Moore,nicholas.moore@email.com,555-634-7274,9826 Anderson Roads Suite 997,Jonathanfort,MI,85452,2021-04-27,1987-02-16,,Employed,130091,767,False
C0441,John,Martinez,john.martinez@email.com,555-922-3400,10213 Alicia Run,Port Kristenmouth,GA,31603,2020-08-31,1999-03-26,,Employed,64855,687,False
C0442,Jason,Kelley,jason.kelley@email.com,555-346-7442,5295 White Skyway,New Amber,MO,60532,2021-12-17,1981-04-13,Conservative,Employed,128270,833,False
C0443,Marc,Gross,marc.gross@email.com,555-962-4504,70159 Allen Point,Moraleschester,HI,93069,2019-07-23,1991-11-28,,Employed,64239,686,False
C0444,Catherine,Nelson,catherine.nelson@email.com,555-545-6704,322 Bradley Isle Apt. 929,West Megan,ID,13315,2020-01-19,1998-05-15,,Employed,139095,656,False
C0445,Carol,Parrish,carol.parrish@email.com,555-997-4129,495 Sparks Junctions Suite 889,North Edwardshire,MO,59047,2019-01-02,1993-07-15,,Unemployed,30000,757,False
C0446,Nicole,Jackson,nicole.jackson@email.com,555-359-9237,247 Matthew Trace,Fernandezview,AL,89531,2019-07-14,1961-07-03,,Employed,119380,778,False
C0447,Cynthia,White,cynthia.white@email.com,555-359-5492,1275 Burgess Ville,Bennettview,SD,17500,2021-03-17,1996-12-06,,Employed,108275,642,False
C0448,Randy,Bailey,randy.bailey@email.com,555-995-9938,4860 Nicole Fall,Williamston,CT,15006,2020-01-27,1961-04-17,Conservative,Employed,161950,656,False
C0449,Valerie,Adams,valerie.adams@email.com,555-234-2356,399 Gina Roads Suite 957,West Christianland,NE,25653,2018-04-25,1979-11-21,Conservative,Employed,34161,850,False
C0450,Christine,Roberts,christine.roberts@email.com,555-273-7000,90911 Lisa Trafficway Suite 883,Roberthaven,ND,11857,2021-09-22,1978-01-31,,Employed,91500,728,False
C0451,Sarah,Pena,sarah.pena@email.com,555-613-3416,145 Martin Squares Suite 983,Port Robert,WA,44948,2018-06-21,1967-09-28,,Employed,51279,651,False
C0452,Heidi,Petersen,heidi.petersen@email.com,555-674-6745,625 Rose Rest,Lewisfort,DE,54754,2020-08-12,1985-06-26,,Self-Employed,52445,685,False
C0453,Sandra,Hughes,sandra.hughes@email.com,555-120-3774,64887 Sims Passage Suite 275,Lake Jessica,DC,11368,2019-03-22,1988-08-13,,Employed,35354,774,False
C0454,Chad,Lewis,chad.lewis@email.com,555-985-4130,370 Fischer Squares,Lake Lisaberg,WV,27397,2019-09-28,1962-05-23,Aggressive,Employed,67354,616,False
C0455,Anna,Rush,anna.rush@email.com,555-304-3901,405 Christine Heights,Williamshire,ME,43994,2021-11-29,1979-09-20,Moderate,Employed,73169,670,False
C0456,Bianca,Velasquez,bianca.velasquez@email.com,555-560-3793,3912 Wong Shoal,New Mark,AZ,86706,2020-02-29,1966-12-26,,Employed,30000,815,False
C0457,Linda,Mendoza,linda.mendoza@email.com,555-798-5729,035 Taylor Walk Apt. 445,South Gina,IN,54850,2021-12-03,1982-08-06,,Employed,105617,717,False
C0458,Brian,Garcia,brian.garcia@email.com,555-323-8662,60341 Amy Hollow Apt. 634,East Joshuaport,KY,14121,2018-08-25,1983-03-12,,Employed,50590,658,False
C0459,Calvin,Love,calvin.love@email.com,555-134-6281,778 Jennifer Inlet Apt. 935,North Michaelville,VT,23711,2021-07-13,1976-02-05,Conservative,Retired,30000,681,False
C0460,Timothy,Snyder,timothy.snyder@email.com,555-291-6865,44366 Adams Forest Suite 791,West Thomas,MD,31331,2020-08-14,1984-07-11,Conservative,Employed,60762,641,False
C0461,Nicholas,Rios,nicholas.rios@email.com,555-482-6535,46664 Spencer Cove Suite 417,Sheltonmouth,NM,98939,2020-04-01,1973-06-19,,Employed,165145,703,False
C0462,Riley,Thompson,riley.thompson@email.com,555-619-2767,221 Rebecca Junction,Brandichester,NE,65822,2019-07-06,1985-11-26,,Employed,30000,661,False
C0463,Rachel,Anderson,rachel.anderson@email.com,555-814-9586,23024 Chung Stream,East Samantha,IL,84447,2018-10-13,1965-10-29,Conservative,Employed,37965,638,False
C0464,Jennifer,Robinson,jennifer.robinson@email.com,555-276-5936,389 Acosta Loop,Harrisfort,MD,20534,2019-01-14,1970-08-05,,Retired,41071,763,False
C0465,Arthur,Miller,arthur.miller@email.com,555-105-8820,646 Amanda Avenue,East Susanside,HI,55182,2018-07-24,1981-02-12,,Employed,64236,814,False
C0466,Debra,Young,debra.young@email.com,555-951-8593,940 Rodney Vista Apt. 140,Caseyburgh,VA,41816,2018-07-16,1977-05-21,,Employed,124444,702,False
C0467,Steven,Dixon,steven.dixon@email.com,555-993-7956,954 Lin Drive Apt. 434,East Malikfort,RI,61622,2020-12-29,1963-03-20,Moderate,Employed,48636,674,False
C0468,Melody,Mahoney,melody.mahoney@email.com,555-101-7523,40380 Cheryl Mission Suite 737,North Lisahaven,CA,94617,2019-04-17,1966-03-12,,Employed,38301,769,False
C0469,Sabrina,Edwards,sabrina.edwards@email.com,555-284-7974,4821 Matthew Highway Apt. 002,Gregorymouth,GA,47350,2019-09-30,1977-05-08,,Employed,90601,738,False
C0470,Lynn,Oconnor,lynn.oconnor@email.com,555-267-7524,41153 Zoe Pike Apt. 575,North Chadburgh,UT,77809,2018-08-06,1980-11-08,,Self-Employed,50270,650,False
C0471,Elizabeth,Wells,elizabeth.wells@email.com,555-426-3109,9922 Howell Extensions,East Nicholaschester,OR,76449,2020-02-26,1990-10-14,,Employed,59385,608,False
C0472,Mary,Williamson,mary.williamson@email.com,555-155-5963,39983 Anthony Highway,North Tammy,NV,43901,2021-07-22,1965-03-14,Conservative,Employed,134612,658,False
C0473,Charles,Adams,charles.adams@email.com,555-473-2829,95610 Turner Lodge,Smithhaven,DC,33440,2020-05-18,1983-11-07,,Self-Employed,101276,797,False
C0474,Timothy,Lee,timothy.lee@email.com,555-845-8454,18535 Tran Run,Keithbury,NV,16362,2020-08-09,1972-08-20,Moderate,Employed,151272,745,False
C0475,John,Hernandez,john.hernandez@email.com,555-478-5134,385 Schmidt Branch,Josephhaven,NV,54231,2021-10-14,1973-04-14,,Self-Employed,50454,638,False
C0476,Jonathon,Garrett,jonathon.garrett@email.com,555-465-1599,8372 Charles Cove Suite 294,North Devonbury,OH,61932,2019-05-25,1967-11-11,Aggressive,Employed,105401,708,False
C0477,Christopher,Richard,christopher.richard@email.com,555-805-4999,132 Robertson Inlet Apt. 676,Bellmouth,WA,78623,2021-03-11,1980-07-24,,Employed,62295,659,False
C0478,Kelly,Orozco,kelly.orozco@email.com,555-931-2656,9794 Larry Ville Suite 405,Paulton,MO,77191,2018-06-11,1975-02-25,,Retired,79738,850,False
C0479,Madeline,Cunningham,madeline.cunningham@email.com,555-181-8101,471 Jean Drives,Robinsonfort,DE,35119,2021-03-15,1971-09-15,,Unemployed,63336,705,False
C0480,Daniel,Bush,daniel.bush@email.com,555-483-8748,50477 Brittany Parkway,Sanchezmouth,IN,67271,2019-07-17,1993-07-02,,Employed,42571,768,False
C0481,John,Long,john.long@email.com,555-379-1082,2931 Kyle Harbors,West Elizabeth,NE,37149,2018-02-08,1995-01-30,,Employed,44951,761,False
C0482,Margaret,Newton,margaret.newton@email.com,555-750-6212,110 Grant Avenue,Brendafurt,CT,39009,2019-04-06,1960-10-23,Moderate,Self-Employed,35825,639,False
C0483,Angel,Johnson,angel.johnson@email.com,555-571-7893,732 Anderson Junctions,New Meganview,SD,88018,2019-11-05,1984-04-15,,Employed,52056,647,False
C0484,Kimberly,Meza,kimberly.meza@email.com,555-814-3785,3044 Warren Parkways,New Carmen,UT,61126,2019-06-08,1978-01-27,Conservative,Employed,88465,752,False
C0485,Kristen,Walsh,kristen.walsh@email.com,555-865-9676,9527 Glenn Camp Suite 600,South Kyleport,MS,49850,2019-08-21,1993-09-06,Aggressive,Employed,101108,653,False
C0486,Angela,Valdez,angela.valdez@email.com,555-525-1383,8444 Melanie Shoals Suite 166,West Dakotatown,WI,47209,2021-02-13,1993-05-17,Moderate,Employed,30000,736,False
